SiteCode,Lat,Lon
010030010,-1020987.4736,744874.5967
010270001,-694663.0507,900074.9963
010331002,-547976.8235,723592.795
010491003,-585649.5693,873204.9912
010550010,-618622.3825,874848.336
010690003,-917394.0233,962947.8874
010730023,-674592.3905,808117.5001
010731005,-700748.0594,794009.4582
010731010,-673054.1042,831512.2761
010732003,-681443.5572,799134.093
010732059,-678341.1297,805917.6581
010890014,-547342.9912,815155.6752
010970003,-992547.5663,723260.7027
011011002,-795277.6845,869984.0282
011030011,-568026.2694,783986.7187
011130001,-775932.3298,981110.2761
011210002,-700524.0459,852142.7977
011250004,-720422.2842,753185.9622
020200018,3199294.7345,-2756102.8324
020201004,3202780.8467,-2737119.5337
020900010,3478029.7193,-2442387.5512
020900034,3478634.2195,-2442294.0346
020900035,3459678.653,-2429678.5255
021100004,2510514.5541,-2161984.9614
021700008,3205953.7995,-2700105.4178
021700012,3214187.8691,-2699482.2238
040031005,-868457.5084,-1225132.4348
040128000,-491293.3357,-1523172.4391
040130019,-597047.3575,-1416573.295
040131003,-609351.0164,-1393884.5818
040131004,-589882.755,-1408455.8028
040132001,-586377.038,-1419079.9174
040134003,-606902.7343,-1412308.378
040134005,-608067.9079,-1399904.4742
040134019,-609319.3171,-1403107.5758
040134020,-599706.3003,-1415758.4521
040137020,-600998.3255,-1391568.5251
040139812,-603688.8262,-1415573.5936
040139997,-595593.969,-1412119.2401
040190011,-740688.4123,-1341796.0691
040191028,-744523.8892,-1337337.2821
040210001,-669289.282,-1394256.2376
040213002,-613661.288,-1362203.0932
040213015,-664098.9321,-1419067.7485
040230004,-849984.3328,-1350675.4575
040278011,-641800.7663,-1648547.4449
050010011,-598921.3811,386014.3557
050030005,-753610.646,358838.6685
050350005,-517084.7557,499783.2678
050510003,-609488.9207,260979.7443
050670001,-473340.1655,411586.1997
051130002,-599616.1934,154086.2448
051190007,-575394.9778,322189.1615
051191008,-583858.6076,318419.8194
051390006,-746952.4526,294799.326
051430005,-422390.6881,159921.5406
060010007,44996.7032,-2113747.073
060010009,59938.9188,-2142746.036
060010011,70222.6777,-2149424.9664
060010012,67523.0979,-2148585.9104
060010013,76022.8858,-2149463.0577
060070008,267333.851,-2053771.7624
060090001,74895.8876,-2010330.4877
060110007,198574.9124,-2111210.8912
060111002,211826.609,-2084889.7468
060130002,77103.7257,-2125251.7023
060131004,87473.9485,-2150723.6015
060190011,-96678.6046,-1978785.3255
060190500,-77766.5825,-1963659.5086
060192009,-99446.5026,-2032642.9251
060195001,-94290.4499,-1973197.7282
060195025,-103891.925,-1977124.4137
060231004,429785.8676,-2199312.0059
060231005,423843.3222,-2203206.2659
060250005,-627197.2729,-1724747.3063
060250007,-593414.892,-1722398.6505
060251003,-613126.3131,-1728878.3758
060270002,-65218.7901,-1845630.0597
060271003,-168534.25,-1831451.0178
060290010,-263309.745,-1955869.6973
060290011,-317700.9463,-1892585.9072
060290014,-265912.1705,-1958868.3422
060290015,-265959.6625,-1837886.6799
060290016,-270378.9469,-1956291.5298
060310004,-174443.1871,-1981355.3561
060311004,-149992.2457,-1981679.1327
060333001,214840.6721,-2160795.9276
060370002,-420792.7406,-1898081.8821
060371103,-421949.931,-1925667.6703
060371201,-401162.7657,-1948018.0467
060371302,-440193.7485,-1928240.303
060371602,-431146.0529,-1913797.6515
060372005,-416949.8582,-1915439.0017
060374002,-448884.0779,-1928976.884
060374004,-452558.2324,-1928635.2468
060374008,-444808.9415,-1928963.3825
060392010,-72999.8036,-1995055.8641
060410001,92611.5129,-2163281.3408
060450006,234123.7953,-2179075.808
060452002,265337.7885,-2181828.2886
060470003,-29003.3774,-2017852.6767
060472510,-25099.4687,-2020763.9729
060530002,-83226.4329,-2146476.4479
060530008,-127932.4129,-2105972.3115
060531003,-64027.331,-2132607.3609
060550003,123335.6522,-2134819.785
060570005,193540.0905,-2008920.1348
060571001,185477.2016,-1936614.3307
060590007,-453435.2844,-1907422.851
060592022,-480529.5516,-1890288.4895
060610003,162603.5884,-2021402.0083
060610006,146030.7386,-2040180.0597
060631006,266054.2093,-1978584.1
060631010,242716.6874,-1946006.6062
060650009,-512238.9039,-1844652.2176
060651016,-463784.5975,-1809919.6469
060652002,-501394.5382,-1763181.2415
060655001,-479440.0224,-1787519.7299
060658001,-446042.5063,-1858479.9985
060658005,-444884.9078,-1865164.4135
060670006,134235.6593,-2052211.948
060670010,131137.149,-2063762.3767
060670012,137083.3969,-2034060.9854
060674001,130152.4069,-2061102.7293
060690002,-54725.7143,-2105824.8958
060710027,-438542.3005,-1874796.0544
060712002,-433655.0969,-1862343.4047
060718001,-428563.644,-1804786.9448
060719004,-437355.4659,-1843632.9328
060730001,-600989.8961,-1862900.5472
060731010,-591548.5502,-1868971.7625
060731011,-604811.16,-1800251.918
060731016,-576539.1747,-1863060.4237
060731018,-582686.9343,-1850264.9679
060731022,-586241.7526,-1848912.1303
060731201,-521412.1274,-1846962.1068
060750005,67793.9893,-2160250.5551
060771002,61219.3659,-2064562.0306
060772010,43956.9507,-2067778.3479
060792004,-267897.3912,-2095182.4167
060792006,-240252.1571,-2096990.448
060792007,-266092.4433,-2096511.7327
060798002,-214902.6575,-2089610.6968
060811001,33045.2205,-2153613.4033
060831008,-278465.8317,-2086786.618
060832004,-311305.8136,-2097620.2723
060832011,-346240.9205,-2050449.2163
060850002,-33207.5061,-2118219.1115
060850005,11462.3366,-2133145.6787
060850006,9301.1172,-2129852.0647
060870007,-25138.4476,-2152119.5926
060871005,-14465.7881,-2157268.3583
060890004,363550.8193,-2070475.2021
060932001,494442.5936,-2051915.5419
060950004,99791.1753,-2136809.6829
060970004,145569.8563,-2172987.2094
060990005,22007.0932,-2052066.6213
060990006,2045.3853,-2044050.0406
061010003,195900.2711,-2055740.1821
061030007,320330.4005,-2072814.4357
061072002,-155727.8322,-1952221.0254
061110007,-392703.191,-1976302.0608
061110009,-373158.1057,-1965834.9802
061111004,-359267.283,-2000136.5364
061112002,-389628.4813,-1958689.6884
061113001,-382208.634,-1998177.7638
061131003,147579.4032,-2079457.5519
080010008,16265.9189,-718145.3105
080050005,-7832.8878,-727107.8859
080130003,54707.247,-727427.7369
080130012,40170.0347,-741993.498
080310002,8129.6167,-722935.7114
080310026,11397.223,-724032.787
080310027,6249.7123,-725363.8335
080310028,11995.6552,-722631.6441
080350004,-15148.5657,-731964.9386
080410017,-92922.6049,-719902.1389
080450019,1890.9617,-970681.3433
080450020,6595.033,-913188.1198
080677001,-255642.9841,-971355.6963
080677003,-256798.7931,-991916.5262
080690009,99474.9054,-721239.2272
080770017,-33425.6503,-1019320.8231
080930002,-39900.7132,-808914.8569
081010015,-157929.726,-707120.5669
081030006,81315.3564,-1019572.4969
081230006,79289.9207,-693382.3208
081230008,57478.6061,-704890.9418
090010010,354283.8243,1779050.1677
090011123,374034.0187,1753851.8566
090030025,428990.9528,1801415.298
090031003,431374.3485,1804685.2553
090050005,422289.8569,1753366.9206
090090027,374065.206,1797685.089
090092123,398086.159,1780053.3764
090110124,396240.6682,1858853.991
100010002,74000.5595,1652148.7677
100010003,92920.4905,1651052.7236
100031003,158983.7414,1638073.9163
100031007,131965.5479,1624369.142
100031008,137121.9027,1633835.6192
100031012,146674.3912,1618612.5305
100032004,155449.036,1633418.3701
100051002,37007.6402,1656088.1918
110010042,36122.9141,1537105.1595
110010043,41427.2407,1537723.6168
110010051,39498.6905,1543116.9462
120010023,-1047595.6406,1258813.876
120090007,-1202224.2398,1450847.3315
120110034,-1414488.3208,1523751.7501
120110035,-1404427.2755,1530586.8815
120112003,-1385805.62,1534534.8243
120115005,-1386916.3769,1526860.2825
120170005,-1130669.81,1247026.4318
120310032,-965711.9799,1316487.7719
120310098,-989835.25,1320463.3298
120310099,-964616.9169,1324478.8759
120310108,-975540.1215,1320719.1559
120330004,-1012136.3051,806468.5175
120570113,-1240566.2315,1280298.0414
120573002,-1236097.5557,1302356.3993
120710005,-1380267.4531,1358803.1881
120730012,-992115.3947,1068371.0823
120860033,-1427868.4912,1519223.8887
120861016,-1442129.6802,1532685.3358
120866001,-1481780.4207,1513055.6938
120952002,-1154281.0812,1372551.4252
120992005,-1367750.1139,1531707.0351
121030018,-1262971.745,1257413.3793
121031009,-1241580.7435,1250215.4617
121056006,-1225440.3872,1325506.4974
121150013,-1314009.7638,1287428.5066
121171002,-1137118.2236,1374710.4896
121275002,-1082824.6451,1390291.5829
130210007,-726761.2113,1097520.8819
130210012,-722508.178,1105709.0332
130510091,-766809.2706,1327907.039
130590002,-597855.9135,1106142.8297
130630091,-643970.2152,1019543.6034
130670003,-601736.6293,995018.8065
130890002,-634247.1438,1027213.2002
130950007,-864189.4974,1074361.6443
131150003,-582329.621,929603.899
131210039,-623294.0714,1012944.6388
131210056,-625443.7901,1017130.8892
131270006,-874650.2134,1314843.4803
131350002,-601668.0961,1042564.8843
131390003,-561446.4612,1059852.9306
131530001,-745121.1116,1103923.9855
131850003,-934372.5033,1157903.8662
132150001,-774417.6223,983092.9959
132150008,-769869.2072,985798.0452
132150011,-779880.5118,988210.5582
132230003,-616015.1338,958118.8401
132450091,-634066.1855,1229078.3493
132950002,-502962.6961,922186.2117
133030001,-694714.59,1167768.3106
133190001,-711543.4104,1123030.4761
150010007,-316168.7619,-5812918.1743
150011006,-301310.6891,-5778121.1148
150011012,-268182.5241,-5859080.9571
150012016,-322882.6034,-5843565.7272
150012020,-311259.0707,-5874347.9452
150012023,-316138.1782,-5788271.2727
150030010,29924.8787,-5911677.9477
150031001,13397.4405,-5894143.892
150031004,14056.9955,-5895698.2015
150032004,28104.4521,-5897303.1901
150070007,166844.3731,-5968741.6174
150090006,-122946.5201,-5816516.3614
150090024,-117253.769,-5802052.0052
150090025,-112202.368,-5814315.6825
160010010,571928.3497,-1530858.375
160050020,444561.0532,-1254079.2865
160090010,978172.5282,-1454747.039
160270002,573356.1326,-1547253.9486
160410001,330246.0008,-1223848.9777
160530003,438209.3434,-1395857.4977
160590004,705328.9545,-1314178.6093
160790017,996697.6987,-1426085.6097
170190006,40263.1491,620877.475
170191001,31501.7356,611005.1418
170310001,214944.4847,645824.4821
170310022,218121.5057,660701.7119
170310052,247396.0418,641499.8703
170310057,241766.7966,644141.1899
170310076,223973.2643,646489.4869
170311016,228640.9741,636745.5458
170313103,246478.3543,631705.391
170313301,226793.656,639026.4518
170314007,257089.9169,631773.4998
170314201,266354.077,635931.1096
170316005,236224.5897,642596.8945
170434002,223110.8922,612136.0165
170650002,-188219.1915,608553.5128
170831001,-84347.1023,461437.1932
170890003,253173.467,599584.4627
170890007,223444.5067,598247.1183
171110001,272352.7156,600895.035
171132003,79063.3148,557110.5332
171150013,7335.4974,568397.9288
171190024,-128834.0801,478923.7706
171191007,-128375.2204,479311.6432
171192009,-106397.9877,477607.0794
171193007,-110899.5273,480951.1286
171430037,95360.7398,509032.3075
171570001,-184970.0824,511995.8991
171613002,181166.5685,429657.536
171630010,-138731.8819,478270.9271
171670012,-795.1489,511034.0636
171971002,196335.8506,617290.1407
171971011,162044.9428,614379.9028
172010013,271651.3985,534796.8081
180030004,173075.1189,858102.285
180050008,-39087.4376,819085.9099
180190006,-143581.3432,843284.1703
180190008,-130067.6435,848040.3364
180350006,71647.6679,847258.5951
180372001,-141409.2956,744641.0639
180390008,227251.5921,783289.6542
180431004,-141100.774,835208.7603
180550001,-76275.1224,733128.7128
180570007,40307.2628,806326.465
180650003,49437.901,838910.5008
180670004,96261.8922,786468.4224
180890006,213197.4612,668902.3151
180890022,210950.6976,679819.4904
180890026,206501.1919,672283.1731
180890031,209761.9881,676923.5426
180892004,207351.8512,666806.7319
180910011,225225.0201,710926.4569
180950011,61074.2425,827182.3954
180970043,14487.1199,790799.0334
180970078,22237.3361,794167.1335
180970081,18916.3532,786416.6351
180970083,18184.634,793997.7865
180970084,16462.0255,794721.3059
180970087,19536.6878,793132.6651
181050003,-53067.2451,770471.0652
181270024,212946.7983,687923.8161
181410015,229548.4793,763657.9741
181470009,-166584.0177,742679.2615
181570008,84585.825,728164.9388
181630016,-192271.1148,699581.5287
181630021,-188331.4651,695429.0267
181630023,-192465.4546,697461.5905
181670018,-24190.6232,694518.0138
181830003,176457.179,815811.279
190130009,283579.03,284358.1016
190450019,216849.8828,451377.0251
190450021,222753.986,453689.2403
190550001,297283.1909,343788.9756
191032001,192733.0777,351665.3239
191110008,53838.2493,367522.4789
191130040,227486.6762,335589.4261
191370002,108010.4373,75524.5967
191390015,166079.4577,387237.6534
191390016,168113.791,386889.692
191390018,167590.5062,387576.4053
191390020,166764.1848,387700.7658
191471002,347650.6833,99875.3628
191530030,180422.751,184537.7859
191532510,180254.8044,176334.5014
191550009,140386.7175,8177.4626
191630015,182530.7603,424057.0807
191630018,184688.7501,422946.318
191630020,180373.5415,421323.817
191770006,84146.2976,317057.4373
191930021,277695.3077,-30479.6948
200910007,-113087.6612,107026.3601
200910010,-128240.2232,102391.9248
201330003,-257760.833,43549.2502
201730009,-259907.2069,-113238.67
201730010,-254309.6826,-109220.1935
201731012,-249312.0131,-109318.9507
201770013,-108294.4679,23517.7909
201910002,-279236.1695,-113877.5058
201950001,-130182.2344,-307631.2486
202090021,-97179.0557,110978.8608
210130002,-306783.3489,1031920.7199
210190017,-90571.724,1093481.8548
210373002,-49175.4995,936340.9889
210430500,-118921.5356,1068710.6221
210470006,-308055.3394,728030.2655
210590005,-210052.4144,739324.2319
210670012,-154781.9261,947869.7218
210930006,-207724.1408,841145.2485
211010014,-203150.3399,706301.7199
211110043,-149189.2228,837652.015
211110051,-168950.1136,833024.4499
211110067,-148181.6673,850904.6607
211110075,-152594.9536,846646.0555
211451024,-301133.5731,622142.7482
211510003,-188491.8653,969955.1022
211930003,-226513.73,1065532.0242
211950002,-196530.8043,1118015.6948
211990003,-262454.2944,951939.6345
212270009,-283438.893,819060.0284
220170008,-832965.0909,197203.6939
220190009,-1081170.8771,223204.9969
220330009,-1046460.9593,442829.7388
220470005,-1072771.4691,454997.7569
220511001,-1087937.1087,528699.0352
220512001,-1104536.9836,547532.6111
220550007,-1077379.8619,363933.9481
220710021,-1092273.4936,543509.6932
220730004,-823453.832,353373.2835
220790002,-972392.1677,326640.2483
220870007,-1097084.7393,556981.9444
221050001,-1037663.1722,516147.7495
221090001,-1131079.9183,484436.5233
221210001,-1042347.6644,439452.745
230010011,727579.8981,1914957.0486
230030014,1115175.1535,1942538.3605
230031008,1051640.5974,1983857.9037
230031011,1050417.5581,1985926.4598
230050015,682803.9002,1924694.4686
230050029,680640.8286,1924314.9718
230090103,800714.628,2046056.8894
230110016,760402.2327,1938786.2407
230172011,769969.494,1876762.1664
230190002,834155.247,1995840.6105
240031003,74882.1795,1562642.2648
240051007,106557.8314,1555480.4003
240053001,92857.0529,1571490.7055
240150003,145947.6529,1610613.5568
240190004,20277.3877,1615299.7731
240230002,94918.4897,1361673.1718
240251001,106711.4384,1583180.9382
240270006,68287.4582,1545918.242
240290002,104129.7096,1625245.7586
240313001,60753.1135,1525837.2797
240330030,58202.1102,1545392.0626
240338003,34079.3221,1561750.7009
240430009,99565.176,1467008.9254
245100007,92901.2936,1553979.4211
245100008,89105.9706,1566294.9664
245100040,89193.5565,1561482.7068
250030006,490976.994,1739215.0414
250035001,490564.1633,1739398.6746
250051004,450696.3513,1917855.7916
250092006,539229.1119,1908976.5104
250095005,568153.9002,1890304.6937
250096001,559094.8794,1887882.7481
250112005,520270.3205,1784111.1476
250130008,476894.3773,1798864.0633
250130016,467016.6275,1798601.3581
250154002,492461.9902,1812464.3993
250213003,508119.3846,1906225.2133
250230005,494579.3875,1918249.5215
250250002,523133.2489,1903361.7549
250250042,521366.7665,1905028.8587
250250043,525552.7078,1906126.8687
250250044,521462.2234,1907136.5057
250270016,499143.832,1853651.3318
250270023,499640.0597,1853841.3753
260050003,348383.3463,755931.8047
260170014,457780.3632,916401.7771
260210014,284096.9831,750351.3403
260330901,775201.6392,839325.5763
260490021,402323.1878,940863.936
260650012,359679.85,879572.5253
260770008,299541.183,808528.496
260810007,373165.6674,789434.1693
260810020,376329.2903,789673.4983
260910007,283699.0882,935337.5607
260990009,376998.4638,1012385.6412
261010922,517632.6191,730426.1755
261130001,529623.6017,831024.1558
261150006,282113.6576,982776.5264
261250001,343211.0483,986897.6381
261470005,405183.9886,1034389.0431
261610008,314278.8216,958397.1216
261630001,317155.6372,988636.7181
261630015,326421.4031,995277.6521
261630016,332586.5462,995218.3381
261630019,341669.3949,1001407.7719
261630025,336197.0379,968914.9967
261630033,326386.7285,991979.645
261630036,313202.1637,993451.898
261630039,329098.2339,997872.2574
261630093,333837.0852,981744.1534
261630095,336038.4055,969032.296
270031002,573888.1586,206569.4535
270052013,761253.1282,11052.0213
270072304,875717.3613,68575.7683
270177417,750710.3793,251308.3715
270317810,901223.1274,444572.3911
270353204,712049.1819,135447.9338
270370470,529476.1354,205725.9691
270370480,525775.0332,202219.0719
270530962,554626.9691,203661.7609
270530963,553332.935,203444.6898
270532006,552522.659,197162.0576
270750005,891055.2812,317663.9392
270834210,493620.5225,13628.3299
271095008,449171.9993,267509.7158
271230868,553374.6533,215318.9705
271230871,554486.9941,219916.2532
271231908,555624.1913,207704.9879
271377001,840590.9564,246110.4681
271377550,763562.2059,281219.1883
271377554,755041.8494,276060.7685
271390505,534769.6647,185071.824
271453052,617930.7159,137151.9262
271630447,562812.5232,238370.9937
271630448,562014.1696,239000.8181
271713201,580867.5333,172227.432
280330002,-557518.0082,520181.8263
280350004,-940170.9763,609313.4414
280430001,-665639.7452,544501.7638
280450003,-1053989.9832,607688.2393
280470008,-1041718.9599,638720.5687
280490020,-834510.014,521017.5016
280490021,-832806.3176,517052.0037
280590006,-1039295.9814,686133.7848
290210005,-28103.4587,91972.6857
290370003,-136804.5833,116134.7843
290390001,-254675.0621,163247.9119
290470005,-76192.7612,131641.7951
290770036,-301239.9053,225733.3789
290950034,-98488.9569,116271.8768
290950042,-104631.3121,126163.6285
290990019,-158044.7981,460131.2865
291893001,-135470.7077,462479.7447
295100007,-146967.5046,470313.6902
295100085,-134011.6733,474859.2485
295100093,-133961.8176,475552.0294
295100094,-137242.8497,468267.6021
300270006,854314.4868,-960584.5115
300290049,1056340.704,-1265566.9401
300490004,861878.3952,-1143469.3494
300490026,841219.4067,-1149039.0134
300530018,1079053.498,-1358397.4638
300630024,888162.3589,-1287355.5456
300630037,909649.0549,-1297868.4157
300710010,978367.873,-829206.2811
300750001,639858.4595,-688600.1014
300810007,824900.0471,-1310238.9252
300830001,895021.2507,-599303.7138
300870001,640655.8273,-771475.261
300930005,775741.4028,-1196851.3873
301110085,705058.4515,-912984.9082
310550019,138529.8971,2114.9743
310550052,133018.0475,-4467.2452
310790004,107047.2433,-187080.3112
311090022,90435.5092,-54166.7144
311530007,125847.6439,3462.8383
311570004,233548.6479,-596291.7579
311770002,172270.4317,-11455.2955
320030298,-269356.7201,-1609322.398
320030540,-258789.5931,-1609320.9552
320030561,-255771.2007,-1611734.4912
320031019,-292461.7852,-1640795.2588
320032002,-252648.9332,-1611850.6306
320038000,-230319.4207,-1627812.0199
320050007,128920.732,-1914900.3488
320310016,197799.733,-1902797.0481
320311005,198224.7109,-1897582.2531
325100020,156133.2645,-1910459.1111
330012004,645189.3168,1837599.3246
330050007,561526.8156,1798972.5449
330090010,635837.5054,1776211.9457
330115001,562014.9783,1830124.9404
330150014,608104.1245,1907237.2547
330150018,572223.9723,1867006.3126
340010006,146274.6532,1727594.4831
340011006,135646.6237,1731640.6751
340030003,304959.9465,1728012.7354
340030010,305237.1982,1728523.6203
340070002,184388.092,1662468.7208
340071007,191668.0351,1666973.6034
340110007,130861.9374,1683299.6466
340130003,286647.2269,1714582.3082
340150004,170274.1308,1652591.875
340170008,294994.4215,1725334.826
340171003,289787.6662,1725303.7822
340190001,253005.7829,1672490.5167
340210005,229105.8039,1683423.3935
340210008,222170.9569,1683386.6139
340230011,254275.6289,1703089.6204
340273001,284828.994,1675562.1106
340292002,208757.7111,1735482.7196
340310005,308406.591,1711282.1246
340390004,277774.0535,1715485.424
340392003,272450.9282,1711235.5768
340410007,292487.0277,1641878.6855
350010023,-486986.1564,-910417.7254
350010029,-499176.3215,-918119.0199
350130016,-831712.7822,-952045.4032
350130021,-854724.6041,-953350.3533
350130025,-794881.0798,-962949.6798
350250008,-782239.264,-634288.306
360010005,502027.2762,1696672.1299
360010012,506126.5894,1695435.3159
360050110,302408.8662,1734465.6461
360050133,308458.9978,1734916.8047
360130006,395413.8298,1280762.6156
360290002,457104.3955,1311958.1895
360290005,443859.3412,1311528.5137
360290023,449312.7175,1313897.5191
360310003,688870.4366,1641979.9974
360470122,291147.0358,1733519.1168
360550015,491743.9276,1399799.8269
360551007,492011.517,1400455.5647
360610079,300035.7346,1732413.8396
360610128,291575.8972,1730445.7555
360610134,289676.9989,1730000.4456
360671015,505680.5705,1513984.0717
360710002,374037.2775,1708073.2387
360810124,295340.5997,1742797.8689
360850055,278216.3474,1721201.986
361010003,382594.6747,1449815.486
361030002,304105.3806,1773517.6481
370210034,-402937.4654,1144648.5651
370330001,-282861.3435,1393793.5487
370350004,-373623.3464,1245524.0403
370510009,-412819.5614,1462822.8896
370570002,-348599.7053,1336863.9684
370630015,-303979.9839,1446307.3019
370670022,-315690.8799,1334222.8599
370670030,-326638.5827,1326155.4516
370810013,-309532.7568,1369853.4115
370990006,-426917.8845,1087963.7612
371010002,-344980.7506,1492770.7575
371190041,-418998.1583,1303456.1153
371190042,-429878.388,1298187.8876
371190043,-413466.5499,1293541.4349
371210004,-362806.1333,1183610.2569
371230001,-402451.072,1383479.9714
371290002,-467948.8996,1572130.899
371470006,-321105.6384,1584370.0458
371730002,-432386.4578,1074500.4708
371830014,-317922.3419,1477729.6032
380070002,787461.9386,-529495.8021
380130004,975980.3867,-445859.8927
380150003,767300.9419,-342794.9353
380171004,770641.769,-61406.6163
380250003,829240.9181,-465181.8238
380530002,863124.7111,-517712.9733
380570004,823958.4945,-411173.4406
380650002,809955.0568,-387789.478
381050003,928434.061,-536439.427
390030009,147762.8558,944873.1762
390090003,26265.8441,1136053.664
390130006,98934.5032,1219178.0743
390170003,4031.7863,939357.1623
390170015,3595.1455,938643.5227
390170016,-15259.4251,924487.7347
390170019,1835.3556,935286.7003
390170020,1260.3815,936397.9743
390170022,1926.4022,936136.3306
390230005,57657.2932,976588.712
390350034,262179.2353,1125656.8047
390350038,252278.1022,1118729.2313
390350045,252019.5683,1120803.3932
390350060,253983.8547,1118770.5462
390350065,249197.0922,1120804.8374
390351002,241753.0825,1109559.3919
390490024,74398.369,1040423.7667
390490029,85875.5667,1053177.7431
390490039,66834.0671,1042596.1361
390490081,84559.3315,1041687.1039
390570005,43568.3055,972188.9628
390610006,-19777.432,941445.5518
390610010,-30123.3013,916193.5398
390610014,-30230.5216,933556.5464
390610040,-37698.0046,932452.4165
390610042,-40817.0405,928983.6516
390810017,144317.1253,1222083.2092
390810021,139283.0102,1223561.4086
390850007,285156.2968,1148345.4523
390870012,-85446.8117,1091160.9294
390933002,245513.9418,1085485.9777
390950024,249210.2584,971547.2632
390950026,245601.43,964450.3387
390950028,251972.2271,976523.3553
390990005,225436.9167,1205848.7415
390990014,223600.6167,1205101.7487
391030004,203616.4461,1107143.7564
391130038,34513.4595,948073.2343
391330002,223603.1511,1158980.064
391351001,37968.0848,905278.2924
391450013,-61420.6005,1066300.7393
391510017,180202.3098,1153313.3542
391510020,181989.3231,1154725.0024
391530017,209587.5922,1142571.0808
391530023,211355.846,1136477.4033
391550014,236588.0966,1191493.4008
400190297,-637753.7087,-127692.2451
400270049,-518381.8618,-127591.936
400310651,-592836.4775,-210829.696
400430860,-422393.7793,-249037.9787
400710604,-366080.3445,-91151.3428
401090035,-501368.0056,-131002.8262
401090097,-497948.8427,-135309.9935
401091037,-485776.3924,-126287.3544
401210415,-565756.1518,18649.0023
401359021,-508627.2581,126701.8726
401430174,-449122.6206,-424.3124
401431127,-421250.2143,1991.6784
401470217,-343201.5768,9864.438
410130100,730624.353,-1840547.887
410250003,619127.4212,-1730268.0735
410290133,562406.3892,-2051288.2701
410330114,585816.0083,-2082071.8333
410350004,523843.8304,-1969934.5528
410370001,494665.3107,-1867123.7731
410390059,754500.0021,-2013422.8018
410390060,748880.2013,-2010610.3892
410391009,749588.011,-2005189.8025
410392013,705676.2097,-1976110.285
