SiteCode,Lat,Lon
410399004,724117.8594,-2015819.0205
410510080,894789.9827,-1928823.1768
410670004,906067.4243,-1953795.1705
410670005,886903.4154,-1942356.3799
420010001,144939.3367,1491433.809
420030002,166338.4269,1262299.9857
420030008,164123.5956,1271641.7044
420030064,149941.4345,1281690.0832
420030067,151398.4279,1256953.0706
420030093,178711.4851,1264121.423
420031008,184023.8227,1286920.5391
420031301,158627.7802,1280707.2829
420031376,162427.5532,1279815.0946
420033007,146481.3978,1280908.4876
420050001,207827.1707,1295738.2206
420070014,190096.0993,1238344.0205
420110011,217916.4477,1585528.8262
420130801,195059.9475,1394691.0176
420150011,351998.2816,1511910.1047
420210011,162234.759,1356834.6946
420270100,232792.9152,1427174.8337
420290100,161982.6518,1614575.374
420410101,182443.4022,1493655.8601
420430401,188124.0069,1520223.5394
420450002,169196.0118,1645591.2786
420450109,166623.1258,1642759.661
420490003,346349.5445,1233021.2171
420590002,88137.0965,1260254.5594
420692006,338702.9233,1586278.8307
420710007,175961.899,1569054.8745
420710012,178616.1308,1582509.2925
420750100,205764.8871,1554302.9345
420770004,252124.2683,1621553.2181
420850100,238947.6186,1216372.0441
420890002,305048.6131,1618221.277
420950025,255501.6384,1628231.1367
421010004,192939.3432,1662737.6571
421010048,191357.4975,1664505.2304
421010055,182010.7271,1657938.368
421010057,186847.7783,1660497.5951
421010075,199900.4281,1670414.267
421010076,188782.2836,1654720.4776
421174000,338410.715,1480715.0194
421250005,130102.7663,1282467.7068
421250200,127706.1034,1253686.3573
421255001,155577.3224,1235910.1496
421290008,153022.2614,1310551.3882
421330008,160022.0144,1538348.8807
440030002,431656.258,1878409.5724
440070022,458601.4461,1895712.4637
440070026,466493.1643,1896367.7392
440070030,460877.0614,1894890.6717
440071010,463290.5471,1898795.0366
440090007,424955.6956,1904337.576
450190048,-655258.7103,1408283.3552
450190049,-674271.3748,1421266.0311
450250001,-478687.9387,1365222.2429
450370001,-598176.8662,1238514.198
450410003,-515910.8325,1410008.1105
450450015,-484573.7224,1171548.1462
450450016,-492623.0705,1186598.2126
450630008,-554383.4054,1293544.3211
450730001,-499104.0842,1101648.1812
450790007,-546927.1449,1309394.7239
450790019,-559026.1235,1305922.0928
450830011,-465910.0081,1211543.6509
460110003,483296.8557,-60508.0274
460130003,609316.781,-182931.9113
460290002,544783.7889,-83843.6034
460330132,418511.1816,-567522.8795
460650003,493398.2109,-321088.879
460710001,430713.5972,-449364.6119
460990008,394268.7446,-53209.2659
461030020,475891.1475,-546922.9742
461031001,474615.688,-543585.8643
461270001,305798.6266,-54386.3586
470090011,-401436.8107,1027072.2912
470370023,-384395.0666,785200.7293
470370036,-391967.1094,774469.3979
470450004,-417662.7537,562565.7829
470650031,-500665.9303,926963.6264
470654002,-494946.2027,921930.375
470930028,-383160.4993,1016567.9786
470931013,-377955.7224,1025347.6579
470931017,-378522.1734,1023283.662
470931020,-373132.37,1029165.692
470990002,-507597.2302,734429.356
471050108,-408281.0668,995662.2943
471071002,-443712.035,976086.3734
471130006,-458356.1112,614659.3169
471192007,-444611.4948,768070.071
471251009,-351957.5932,731833.1444
471410005,-371879.7336,890347.4903
471450004,-389314.8148,973814.296
471570047,-519271.6742,514738.5175
471570075,-520190.9302,529593.0929
471631007,-299958.7756,1134615.8469
471650007,-370275.5305,791066.6177
480290032,-1159654.4917,-243788.5573
480290059,-1186994.289,-215768.6432
480370004,-727753.9495,170311.2315
480371031,-726619.3149,169670.8589
480610006,-1563405.8793,-145598.0069
481130050,-801504.4227,-71058.9069
481130069,-796374.6952,-76572.0205
481390016,-833699.6419,-91842.2744
481410037,-858669.5097,-946249.4751
481410044,-859433.856,-942153.2052
481671034,-1191389.056,106322.6684
482010024,-1120154.3338,62389.0416
482010058,-1134355.0434,89846.2093
482011035,-1138650.4984,68886.9996
482011039,-1145605.9754,80931.4631
482011052,-1129784.0559,56755.1257
482030002,-811843.2223,163470.5324
482150043,-1524831.3396,-222357.0508
482151046,-1518248.344,-208705.5412
483550032,-1351680.0463,-136196.1034
483550034,-1350817.2621,-139428.8224
484391002,-797415.0534,-120789.2683
484391006,-802610.1457,-119597.8466
484391053,-813085.7353,-119371.5074
484530020,-1054082.1796,-172006.7848
484530021,-1078751.071,-157822.1107
490030003,276157.2415,-1250048.7944
490050007,312155.5288,-1230434.5646
490110004,209819.0066,-1251051.9613
490130002,118731.1697,-1115022.5085
490351001,191484.1375,-1271239.3836
490353006,191432.8538,-1253309.6195
490353010,197474.6876,-1256977.7215
490353013,167468.1719,-1270807.6755
490450004,183321.042,-1293599.8586
490471004,132047.5029,-1076801.5477
490490002,135752.2456,-1246147.4471
490494001,146048.0532,-1248453.1257
490495010,122888.3337,-1248177.3359
490530007,-175715.6319,-1439844.2638
490570002,244245.1873,-1252260.997
500030004,537956.7862,1727628.2279
500070007,721691.7797,1710063.3721
500070012,710060.7577,1686380.3778
500070014,709692.7675,1686771.0456
500210002,620551.7046,1727430.7498
510030001,-74906.5319,1436487.3964
510130020,33682.0218,1535521.7321
510360002,-134099.4201,1553912.018
510410003,-127549.6775,1536190.4422
510410004,-138337.8029,1526283.9787
510590030,23752.8421,1533821.3976
510590031,21883.3296,1527631.4342
510690010,62963.5729,1444546.1272
510870014,-113446.6086,1537600.8504
510870015,-103762.7815,1521491.4184
511071005,44661.3445,1497399.2767
511611004,-182518.4038,1339900.4236
511650003,-36131.8569,1402532.2498
515200006,-287844.4869,1163316.1233
516500008,-144941.1499,1630850.6016
516800015,-167072.7926,1393941.0445
517100024,-170299.929,1643782.6888
517600025,-110876.2504,1531205.9327
517750011,-183816.1501,1323451.4698
518100008,-169603.1051,1653975.5765
530070011,1056139.2503,-1712155.2031
530110024,910075.8599,-1923030.5345
530330030,1112605.9149,-1842225.0754
530330057,1108989.4069,-1844676.8484
530330080,1109293.1417,-1842389.9
530332004,1088295.375,-1842816.8432
530350007,1118390.4522,-1863291.4947
530370002,1013157.0628,-1739044.7687
530530024,1076007.2149,-1863771.1718
530530029,1071530.8963,-1864301.5448
530570011,1216910.5192,-1832630.6002
530610005,1134835.0561,-1835382.1234
530610020,1167672.2461,-1773345.9779
530611007,1158344.8046,-1817714.7024
530630021,1029590.8415,-1500637.7101
530730015,1239216.4942,-1813268.6194
530770005,930476.5227,-1720875.6698
530770009,969892.4482,-1747581.9892
530770015,943351.6305,-1742392.5739
540030003,83025.6881,1450256.8498
540090005,141789.5568,1224049.1927
540090011,147455.5444,1221852.2365
540110006,-91836.6052,1111491.2083
540290009,151298.8771,1222772.2499
540330003,28972.4518,1264287.2708
540390020,-90246.6173,1178212.4989
540391005,-89000.5681,1171969.6898
540490006,54112.3486,1276959.7406
540511002,93416.7092,1221134.6092
540610003,75484.3462,1290710.4733
540690010,115634.0564,1220042.0063
541071002,17769.3435,1166636.8588
550030010,744829.5013,385594.7401
550090005,526996.7037,597782.6033
550250041,362940.9896,507560.0973
550250047,359453.8287,501793.1725
550270001,407724.8537,560404.6153
550350014,538554.646,361420.1877
550410007,639088.5014,527769.0044
550430009,311070.4755,407892.5652
550590019,306632.3834,631508.0268
550630012,429046.1209,360918.9745
550790010,362425.4107,616931.9486
550790026,367462.1086,618007.4464
550790058,352905.234,617873.421
550790099,365077.7536,617659.7761
550870009,502285.3508,569715.5319
550890009,416537.5291,621527.9222
551110007,398230.9415,480387.5349
551198001,590234.2037,399051.0452
551250001,688455.6363,462059.7344
551330027,360923.5391,595406.0459
560010006,185405.7175,-753109.0888
560050891,440569.8067,-697245.7145
560050892,491172.2908,-701924.5208
560051899,537528.6218,-711921.0512
560071000,251068.3759,-866091.3789
560090009,417295.6845,-713015.2988
560130099,349527.6489,-978456.0842
560130232,398298.7978,-881159.9641
560131003,383918.0433,-974876.245
560150004,275829.6632,-661897.7526
560150005,257161.0482,-634165.1755
560210001,160284.4798,-694387.8085
560210002,158765.1188,-689406.1815
560210100,164654.0535,-690837.0211
560250001,361606.1788,-791077.2089
560290001,573559.028,-973547.7541
560330002,583906.0932,-812953.1289
560331003,581764.0788,-813410.3348
560350101,399777.6623,-1060580.6657
560370007,251889.5167,-1031807.3618
560391006,477180.646,-1117161.124
560391013,576160.56,-1106238.5109
560450004,455562.4453,-619089.9173
720010002,-1919886.1924,3074701.0218
720210010,-1874607.2762,3124236.4738
720530003,-1859956.9814,3179134.2941
720570008,-1923530.3691,3139269.3082
720590016,-1936143.1362,3071519.4768
720610005,-1871268.9338,3127169.5088
721130004,-1933945.9743,3090535.1939
800020012,-632997.8493,-1722611.4536
800020014,-631430.999,-1727498.2177
ACAD1,800717.6774,2046048.0749
AGTI1,-512928.6566,-1834111.679
BADL1,430479.5622,-449378.408
BALA1,1358334.5506,-1261872.9789
BALD1,-572615.3887,-1171984.745
BAND1,-418979.63,-875049.1795
BIBE1,-1160285.4399,-669118.2484
BIRM1,-674586.1991,808134.5893
BLIS1,145186.1842,-1941772.6323
BOAP1,-623589.5597,-949962.0092
BOLA1,394931.3094,-1043399.098
BOND1,31410.1242,610949.2624
BOWA1,890831.1989,317679.9934
BRCA1,-145068.8748,-1338103.8094
BRID1,410006.7294,-1050257.9579
BRIG1,146279.9434,1727554.9128
BRIS1,-1077623.1527,575547.0275
BYIS1,7011864.52,-7518839.8749
CABA1,703351.5756,1933812.7777
CABI1,1033394.2845,-1376860.7637
CACO1,506303.6366,1994852.1861
CACR1,-613812.1606,161617.0034
CANY1,-84998.1933,-1130972.6327
CAPI1,-82855.7251,-1253219.4472
CEBL1,-130180.0838,-307629.5228
CHAS1,-1154888.9475,1259111.2633
CHIR1,-798064.7837,-1200857.5592
COHU1,-517227.6208,982708.2345
CORI1,879747.3984,-1810643.0283
CRLA1,607833.6371,-1977851.8544
CRMO1,512803.6453,-1326565.4048
DENA1,3407804.5276,-2562993.1746
DOME1,-244976.9764,-1873669.6735
DOSO1,23210.6912,1340941.6883
EGBE1,578283.1319,1211363.7442
EVER1,-1493890.8251,1495454.1406
FLAT1,993137.6977,-1284138.0085
FLTO1,50803.7557,-932061.9134
FOPE1,955060.0837,-637107.7853
FRES1,-97077.0655,-1978807.4049
FRRE1,94899.1302,1361660.4211
GAAR1,3771617.0233,-2467835.2419
GAMO1,855770.4674,-1124359.0853
GICL1,-679568.0252,-1080003.8011
GLAC1,1069679.5655,-1249127.9265
GRBA1,37722.5233,-1474317.792
GRCA2,-327612.9224,-1354518.8964
GRGU1,730261.4479,1835783.7473
GRRI1,446084.2547,346551.6761
GRSA1,-211232.5751,-788989.5312
GRSM1,-416327.2955,1029105.9875
GUMO1,-867720.9101,-793628.312
HACR1,-137588.2325,-5801836.5126
HAVO1,-317166.0093,-5809677.1818
HECA1,728573.1694,-1532944.916
HEGL1,-371480.2285,259718.3231
HOOV1,30406.5145,-1893728.4936
IKBA1,-510492.3929,-1360360.8595
ISLE1,852913.147,557892.7355
JARB1,371320.7392,-1502824.5476
JARI1,-139510.106,1363627.3661
JOSH1,-458978.8968,-1769160.444
KAIS1,-63230.1365,-1916180.7899
KALM1,614761.5015,-2130476.7873
KPBO1,3148566.3469,-2917040.8579
LABE1,467917.8983,-1967914.1582
LASU2,83939.1933,317099.9267
LAVO1,344402.4878,-2009298.4507
LIGO1,-354562.4039,1193453.5963
LOND1,572210.878,1867013.134
LOST1,975979.0202,-445887.9397
LTCC1,136866.0044,-1932831.0627
LYEB1,551831.3815,1750985.4567
MACA1,-273727.0833,823653.3006
MAKA2,1235485.9101,-1973912.7161
MAVI1,420969.0844,1957592.9223
MEAD1,-289538.8513,-1527939.8439
MELA1,970650.2196,-591534.1028
MEVE1,-239320.4852,-1041991.4565
MING1,-320327.7649,491402.7986
MOHO1,855496.8305,-1877518.3557
MOMO1,422295.5431,1753362.2491
MONT1,906755.6494,-1220332.2743
MOOS1,902584.3105,2091158.8057
MORA1,1019219.4783,-1855361.8187
MOZI1,109612.4778,-847978.2893
NEBR1,217824.3761,-338105.2677
NOAB1,600246.5648,-992906.849
NOCA1,1209141.7965,-1722338.4865
NOCH1,672511.0107,-772775.0343
NOGA1,-849950.5999,-1350709.4576
OKEF1,-930632.6491,1265199.8983
OLYM1,1169513.4399,-1873296.9526
ORPI1,-753715.5575,-1504998.9859
OWVL1,-65216.2311,-1845631.1396
PACK1,562023.0864,1830125.1242
PASA1,1151154.7153,-1656005.1885
PEFO1,-456548.949,-1183364.2816
PENO1,852662.3991,1999589.1442
PHOE1,-595596.7785,-1412122.4305
PHOE5,-595596.7785,-1412122.4305
PINN1,-97977.8156,-2100152.3609
PMRF1,721693.6074,1710065.9856
PORE1,117855.2852,-2189190.1227
PRIS1,1051537.859,1984276.2446
PUSO1,1109504.3218,-1842569.3252
QUCI1,88406.6895,1172775.3054
RAFA1,-311306.2996,-2057145.4155
REDW1,510459.9072,-2165779.6064
RMHQ1,80349.0226,-761991.0658
ROMA1,-653145.6771,1444718.4609
ROMO1,70910.3681,-761532.8004
SACR1,-691537.1153,-740580.4189
SAGA1,-401337.6855,-1902665.735
SAGO1,-435213.4702,-1810713.9675
SAGU1,-761293.5678,-1317801.0868
SAMA1,-1028079.7341,1090231.0727
SAPE1,-387456.9163,-921020.6673
SAWE1,-746123.2584,-1359023.068
SAWT1,610775.3951,-1412493.6153
SENE1,738935.7882,727929.2881
SEQU1,-148653.8976,-1909977.9035
SHEN1,-25189.5765,1432584.8551
SHMI1,-238787.767,-957021.0512
SHRO1,-428796.2702,1131901.3042
SIAN1,-548645.2371,-1301203.0799
SIME1,3053605.0246,-3644166.4654
SIPS1,-591857.9359,753839.5438
SNPA1,1076072.1222,-1786708.476
STAR1,785259.2949,-1646338.6482
STIL1,-470807.3029,113683.2626
SULA1,780792.5516,-1307322.4435
SWAN1,-320773.4509,1685146.6075
SYCA2,-416038.074,-1370067.112
TALL1,-173703.8514,-46034.6897
THBA1,553345.5846,-691333.704
THRO1,787512.5072,-529431.8658
THSI1,754519.0054,-1927237.4778
TONT1,-593970.83,-1323411.7576
TRCR1,3316465.3928,-2708658.6483
ULBE1,905515.7328,-900140.8499
UPBU1,-459643.4915,238712.5306
VIIS1,-1835789.3043,3263639.0371
VILA1,107998.1806,75520.7712
VOYA2,938647.3904,221902.3865
WEMI1,-196284.6666,-978076.488
WHIT1,-680729.0273,-839771.0104
WHPA1,990082.7178,-1808561.2562
WHPE1,-337587.3274,-796619.0148
WHRI1,-41691.0319,-877638.175
WICA1,418506.3781,-567518.7051
WIMO1,-581125.8333,-235164.7576
YELL2,592091.709,-1071021.8095
YOSE1,1351.3885,-1946702.1199
ZICA1,-176057.2647,-1426760.1605
011170006,-701144.3509,810266.5389
020900039,3460989.1284,-2432514.2124
021700013,3224570.3822,-2715145.6925
040213013,-651377.574,-1410938.0473
051191004,-578207.9537,325576.3393
060230006,446367.601,-2152346.8167
060379033,-358853.8463,-1901396.8986
060710306,-392698.2115,-1838114.4862
060731002,-547068.3646,-1851664.5484
060798001,-215175.0141,-2089852.9162
060830011,-351227.0548,-2039420.847
080010006,16000.0941,-718097.1275
080830006,-221481.7679,-1048092.2343
090019003,345864.7329,1769645.7475
120571111,-1240566.2315,1280298.0414
120990009,-1340225.4064,1513021.3165
181070004,35776.2708,734829.7193
191930019,280197.6062,-30889.4852
270531906,552477.1485,202049.2542
271231907,555723.5118,216378.9449
271377549,758234.8624,279433.7057
280490010,-828005.526,524326.7903
290770032,-307481.2913,227176.2375
340172002,295282.5236,1725631.4648
340218001,229872.0001,1672564.1794
340230006,255556.98,1703356.984
350010024,-494896.1172,-910784.9442
350450019,-289664.3855,-1021267.9694
370010002,-305737.7099,1403152.4736
370610002,-405815.8977,1548781.2118
370710016,-422786.4495,1272008.6309
370870012,-419021.1823,1112722.1996
371050002,-375508.0625,1426424.4857
371110004,-386593.4748,1193193.5013
371170001,-294469.1861,1618230.0507
371590021,-379245.1996,1330691.3341
371890003,-323627.7659,1211826.3923
371910005,-361303.8569,1536931.4331
391550005,236518.0385,1191445.3158
400850300,-678302.983,-111933.9866
410597002,835760.5597,-1646902.4835
420170012,207526.0077,1677064.4263
420910013,200270.7082,1643626.4527
420950027,256299.4531,1622884.0284
421010047,184761.8712,1659088.1336
470651011,-473699.87,929076.8982
490050004,299755.4871,-1231451.9783
511390004,-10939.5283,1423987.7705
540390010,-90411.7171,1177642.229
540810002,-143657.0907,1222317.6508
560030003,599784.8921,-918138.2105
560090801,343864.1661,-714050.8569
721270003,-1868118.2651,3133068.0588
780100012,-1900399.9774,3288016.7303
ATLA1,-634241.8105,1027228.4759
BLMO1,412731.2666,-14486.2468
BRMA1,718762.3641,1877164.3021
BYISX,7011864.52,-7518839.8749
CLPE1,530777.7419,-819428.5746
CRES1,213521.223,-502118.2464
DETR1,317150.1759,988613.9967
DOUG1,-868457.2389,-1225134.2311
ELDO1,-253465.1867,163238.3808
ELLI1,-427280.3668,-334572.6619
PITT1,164122.2483,1271646.8017
QURE1,492452.6989,1812425.1922
QUVA1,-630814.5935,-1345642.9944
SYCA1,-418780.5931,-1369407.3431
TRIN1,398369.3743,-2095054.4719
TUXE1,3177608.7417,-2961712.063
WASH1,36110.6504,1537079.384
YOSEX,1351.3885,-1946702.1199
010736004,-673078.3955,809612.3106
021220008,3171748.7301,-2857415.2489
060371002,-408257.1406,-1930378.3685
060390500,-52386.0077,-1960429.2419
060651003,-452132.859,-1858555.1479
060710025,-436331.0414,-1880896.0516
060730003,-586109.0649,-1848686.1696
060731006,-584114.8615,-1832325.584
060731008,-530854.1366,-1877025.0709
060871004,-16269.078,-2157062.315
060893004,372587.7122,-2069526.8323
060893005,379095.0729,-2067473.7837
080350005,-39993.6199,-707957.9394
090032006,426784.0197,1805667.8133
090113002,414574.5309,1854091.0421
110010041,39506.8287,1542728.0718
120111002,-1410971.8566,1525046.899
150012021,-234632.6606,-5817831.5611
220190010,-1085820.7491,256902.5444
220470009,-1073825.5314,431633.2841
250132009,466547.7035,1798216.2657
250230004,496323.5917,1917547.0109
250250027,526361.2703,1905301.3412
270530909,559783.3148,201878.6411
270531904,553188.6744,204483.3203
270531905,556318.915,200201.3388
271231902,554033.5094,213168.5614
271231903,550848.7257,217683.0529
271695220,458025.6762,328038.7105
320310022,198066.2664,-1900822.5668
330111015,560145.9407,1865216.6475
330131006,599524.3676,1853232.2382
340270004,289864.7756,1690081.2084
340390006,281118.6994,1714216.752
340410006,266082.8371,1638872.9509
350490020,-433911.6624,-849862.1981
370370004,-338064.9644,1430673.8538
370810014,-317041.3544,1353405.8043
371550005,-456627.6024,1467849.3126
390490025,66814.4978,1042522.6461
390610048,-36158.5636,929442.2093
391130032,35144.4409,948883.7037
421255200,138708.7415,1253174.7151
460110002,479034.5858,-60051.6072
460990006,393880.7424,-55160.8035
471451001,-391351.3151,977438.9806
471453005,-393132.7977,975908.5677
471453008,-392342.1846,978126.1563
471453009,-394461.8373,976672.9328
471453013,-390528.394,976221.6712
490450003,176304.8379,-1290523.5573
530110023,910826.4321,-1923013.7529
530670013,1062464.8595,-1894687.4802
540291004,150816.8294,1223793.2546
560370100,249908.5449,-1031011.1331
720210009,-1877435.6833,3122890.2033
720690001,-1891390.3799,3166314.2847
720970006,-1931386.387,3031247.145
020900033,3459664.0615,-2431870.7661
040051008,-416338.5967,-1341299.7363
040252002,-472825.1608,-1410914.5875
060231002,432040.7277,-2197307.962
060631009,242199.2779,-1946231.1433
060970003,147213.5246,-2163203.3715
061050002,396038.652,-2107092.3686
090091123,374800.8582,1796350.6189
191630019,181028.9117,421700.5432
201070002,-206218.9061,104658.1791
201730008,-259073.3844,-107864.2257
202090022,-105121.1714,106275.297
211451004,-300677.5088,616617.877
261150005,263193.7558,975476.8713
261210040,399029.1374,743514.4155
261390005,364862.6753,776973.4903
261630038,329931.3214,994539.6663
360130011,368800.0891,1264364.5185
360632008,463518.6508,1292849.2782
370650004,-295797.1349,1544981.9749
371070004,-369005.0011,1575800.4585
371210001,-362646.564,1182615.1621
371830020,-333510.5087,1471521.7958
390811001,139585.4145,1223643.4232
410590121,836917.6414,-1656747.3202
421011002,197615.4446,1669501.5221
461270002,316870.7177,-57380.8303
480612004,-1544260.1545,-113026.5345
490475632,61141.0554,-1049706.1247
490530130,-176060.4028,-1426743.7205
490571003,255053.6626,-1251329.0791
517700015,-182063.0915,1333773.6075
530110013,910595.7099,-1922841.1054
560090819,417411.6744,-712841.1299
560350097,417587.1761,-1095227.9655
560350700,360373.621,-1084460.9986
DEVA1,-186392.273,-1746779.233
INGA1,-314012.6124,-1364602.8818
020200052,3202523.3859,-2759070.1805
050450002,-537216.0999,307977.2257
051070001,-593093.51,470414.2924
051150003,-522137.6597,249498.4762
060070002,266927.1494,-2054030.7161
060190008,-97127.6683,-1978820.073
060730006,-577411.9581,-1863711.4157
080310023,11187.5255,-720126.1877
080310025,3001.4291,-724294.1496
090013005,343866.2454,1764410.1431
120990008,-1347984.846,1472022.1356
130510017,-768495.8297,1329812.1857
130670004,-615111.8414,991920.8067
130892001,-610651.6643,1025093.5002
131210032,-620886.5076,1016697.2895
132450005,-629724.816,1231154.8476
180670003,96517.7271,784584.3301
180892010,217371.6002,663204.5129
212270008,-285285.3299,816242.3798
250170009,547350.9439,1875355.3571
270210001,796843.2784,132224.197
280490019,-834275.7859,522486.1092
360050080,304226.2679,1732538.1699
410432002,780414.1704,-1973255.8942
440070028,458917.6404,1896246.0754
450450009,-477201.9569,1179317.8894
515100009,28796.0215,1537796.4313
560050800,511075.4145,-712020.6316
560130900,428180.6518,-956510.6374
560330003,583023.2565,-814581.9872
560350705,399741.3586,-1059825.1802
560370870,257826.9648,-1073704.2065
HALE1,-131020.9355,-5801235.511
LYBR1,568341.4785,1729568.2602
WRIG1,-399403.8629,-1871836.5707
010731009,-689141.4093,766080.6121
010732006,-692998.8818,809834.8286
010735002,-656553.1323,819180.1476
010735003,-648279.3816,794194.9772
010972005,-1025605.9347,721224.7041
011270002,-647663.4298,765018.2059
020904003,3481906.9958,-2448759.8798
051310008,-510531.9198,135333.3743
051450001,-518632.8874,368592.9311
080390001,-52071.5099,-700112.6516
180510012,-152101.9034,713480.0218
180830004,-107199.6165,695543.8835
180890027,203402.5635,670957.4986
181630020,-192454.4511,696645.4144
190130008,282548.2041,282232.1088
191130037,230658.4901,336090.1602
191710007,225494.5831,260520.0505
210290006,-175459.0466,849242.3755
210670014,-157753.8727,947428.6037
210730006,-141273.1765,917827.3223
220550006,-1070893.1165,366804.9762
240330025,44901.8879,1543739.31
245100006,94225.1361,1562249.3025
271377551,757669.7763,278288.9951
280670002,-898785.26,620037.3051
280750003,-821240.712,650431.9899
280810005,-611385.9903,630581.164
300290007,1058046.8535,-1264250.0577
300290009,1062404.911,-1274885.9277
300290047,1040185.8668,-1277160.5723
300310008,733822.35,-1106073.5598
300310016,611136.4214,-1121269.8388
300310018,735956.7451,-1104719.4229
300630031,891364.2971,-1284858.0467
300890007,989001.5216,-1361386.5434
350050005,-697483.6023,-751770.3815
350171002,-727027.3415,-1089769.3669
360590008,285699.7281,1752377.2123
360850067,274513.4872,1723087.6191
361191002,317459.4601,1741841.6846
390250022,-39019.5899,962149.3551
391650007,-1737.9634,952633.2024
400159008,-540111.1105,-194238.233
400970186,-409952.6912,58421.2603
401010169,-470947.8877,53153.4081
410390058,754368.6417,-2013343.4719
490137011,112375.5353,-1130016.1484
490495008,157012.9199,-1253846.8661
530470013,1145097.7421,-1628019.8981
550350100,542818.6888,334896.5917
COGO1,894264.719,-1898862.6695
RICR1,65953.8061,-904583.0419
SAFO1,-2238.3039,34668.9408
060011001,32983.5147,-2132652.1876
090050004,407534.8214,1774749.3788
090090026,373131.1278,1798634.8645
090092008,376956.1775,1795565.5687
120010024,-1053087.3801,1257727.854
120570030,-1243717.0952,1276698.0767
120951004,-1158975.357,1374950.9036
121111002,-1264675.5499,1482885.8373
150012017,-316230.542,-5785517.0385
170010007,219.0103,374679.7523
170190004,40328.4903,621757.9545
170310050,220165.3841,658214.326
170312001,214218.4898,648718.0018
170971007,302517.1786,631821.5408
170990007,164477.0807,546374.4716
171634001,-146964.6069,492584.3709
180950009,59308.3355,825144.6017
181670023,-27260.3734,697316.999
211170007,-44119.9302,931548.8654
211830032,-259990.3349,754248.6851
220331001,-1032198.6761,435392.1369
260330902,774185.7875,841827.6038
260330903,768617.5586,822473.2897
280010004,-925803.1592,417274.3044
280110001,-680579.7938,463567.8645
350130017,-855031.7809,-950987.681
360291007,437865.174,1309522.9936
390617001,-33763.086,935703.6432
390618001,-31885.5696,932687.6483
391030003,208206.3631,1107406.7723
400019009,-470813.0251,113671.3819
401159004,-341026.9813,97555.4123
401359015,-489813.0104,100211.8081
401430110,-428444.8779,6340.9028
410170120,714979.6881,-1881512.6941
410250002,618871.3001,-1730604.077
410291001,585911.7429,-2043881.9085
410510246,903057.8707,-1931321.8545
410610119,790073.8377,-1613351.8855
420030095,163331.4762,1253406.4447
421010024,201816.5239,1667760.2315
450190051,-668505.2293,1420391.8082
480430101,-1160292.3628,-669101.0109
481130087,-812290.1856,-77787.6815
481350003,-885851.9363,-571750.1193
481410053,-859746.7014,-946355.3374
482450021,-1115738.2756,193521.5134
483030325,-694687.3604,-514985.3135
483611001,-1097419.2143,206743.6376
483750320,-516040.8698,-508554.1797
510591005,29720.3219,1527662.9533
510595001,39481.0543,1522707.6659
517000013,-147049.7439,1623245.5191
550710007,488743.5743,629649.0966
551091002,573776.3768,246917.8923
ADPI1,382568.8448,1449811.373
AREN1,145314.1849,1491501.7701
CADI1,-326238.7428,685220.3733
CHER1,-337387.7247,-86606.6226
LIVO1,-119931.1544,797638.9935
MAKA1,1242541.1364,-1969774.4671
MKGO1,266713.7164,1238637.1162
NEYO1,302421.5524,1734470.6677
SIKE1,-875025.9663,320611.8433
011010007,-794035.5503,867882.625
040270004,-642617.3196,-1651856.3801
060452001,265488.5488,-2181864.612
081010012,-159257.6902,-708448.0968
